题目编号,章节,题目代码,问题,正确答案,选项 A,选项 B,选项 C,选项 D
LK0946,3.3.4,MC1-0706,某业余电台使用半波垂直偶极天线通联时，对方所收信号的强度为 S4。现发射功率不变，发信方改用增益为 8.15dBi 的八木天线（最大辐射方向和极化均不变），则对方所收信号的强度变为：【提示：收信机信号强度指示从 S1 至 S9 每档增加 6dB】,D,S6,S7,S8,S5
LK0947,3.3.4,MC1-0707,某业余电台使用半波长垂直偶极天线发射时，对方所收信号的强度为 S4。现发射功率不变，发信方改用增益为 12dBd 的八木天线（最大辐射方向和极化均不变），则对方所收信号的强度变为：【提示：收信机信号强度指示从 S1 至 S9 每档增加 6dB】,C,S7,S5,S6,S8
LK0948,3.3.4,MC1-0708,两位业余爱好者使用半波长垂直偶极天线相互通联，双方所收信号的强度均为 S4。现双方发射功率不变，都改用增益为 8.15dBi 的八木天线（最大辐射方向和极化均不变）再次联络，则双方信号的强度变为：【提示：收信机信号强度指示 S1 至 S9 每档增加 6dB】,C,S5,S4,S6,S7
LK0971,3.3.5,MC1-0709,即便是在辽阔的平原或广袤的戈壁，我们所收本地 VHF/UHF 信号的强度也会伴随设备的移动而发生周期性的变化。主要原因是：,B,无论收信发信，地面各处的电导率不尽相同会导致设备移动时的接地电阻变化,来自直射和地面反射等多个路径的无线电波相互干涉，相消或相长（多径效应）,发信和收信地点间的气流导致电波传播路径弯曲，发生频率漂移（多普勒效应）,发信过程中，设备与大地间分布电容的改变导致天线失谐，发射功率随之改变
LK1065,3.3.5,MC1-0710,在 VHF/UHF 频段通联时的一个现象，如果远方电台给出的信号报告很差，则仅需移动几步或将工作频率改变数十千赫就可能显著改善通信效果。这是因为：,D,地磁活动影响,大气扰动影响,发射机与接收机之间的距离，以及工作频率的变化都会显著改变路径损耗,多径传播。经不同路径达到天线的电波存在相位和幅度差异，相互干涉，相消或相长
LK1103,3.3.5,MC1-0711,多径传播对 UHF 或 VHF 波段数据通信的影响是：,A,可能使误码率上升,如果是 FM 通联，则影响微不足道，不可察觉,随着传播路径的增加，数据通信速率线性减小,随着传播路径的增加，数据通信速率线性增加
LK0812,3.3.5,MC2-0712,使用 VSB 方式进行 ATV 通信时，即使信号相对较强，有时所收图像的边缘也有重影。这是因为：,BD,遭遇了重放干扰。或许是某中继台也转发了这个信号，其到达接收天线，导致重影,发射天线的 VSWR 过高。如果信号在馈线中多次往返于发射机和天线，会造成重影,天线的极化配置出错。极化不同的信号同时到达天线，导致重影,多径传播。来自不同路径的信号到达接收天线的时延不同，造成重影
LK1068,3.3.6,MC1-0713,决定超短波视距传播距离极限的主要因素是：,A,发射天线和接收天线距地面的相对高度,发射天线和接收天线距海平面的绝对高度,发射天线和接收天线的挂高波长比，即，离地高度除以波长,发射天线和接收天线的增益
LK1104,3.3.6,MC1-0714,有时，相隔数百千米的业余电台可以实现 VHF/UHF 超视距直接联络。可能的原因是：,C,每当冬季，植被的减少都有利于电波传播,降雨增加了大地电导率，增强了电波传播,信号的传播路径中出现了大气波导现象,有飞行器在空中反射了电波
LK1117,3.3.6,MC1-0715,有时，我们可以在 6 米或 2 米业余波段中收到上千千米外的“超视距传播”信号。这与下列哪种现象密切相关？,B,流星余迹反向散射,突发 E 层的传播,灰线传播,D 层的吸收所致
LK1120,3.3.6,MC1-0716,是什么导致了对流层的大气波导现象？,A,大气高空逆温,太阳黑子和/或太阳耀斑,雷暴时大量闪电所产生的等离子体,飓风或龙卷风所致的上升气流
LK1116,3.3.6,MC1-0717,如果你收到了一个上千千米外的 VHF 信号，最可能的原因是：,D,信号经宇宙射线的电离路径传导过来,信号被附近的雷雨区反射而来,信号由微波接力电台合力 QSP 过来,信号经电离层的突发 E 层反射而来
LK1118,3.3.6,MC1-0718,有时，VHF/UHF 业余波段中可能出现远达 500 千米的“超视距传播”信号。这与下列哪种现象密切相关？,B,F2 层折射,对流层散射,法拉第旋转,D 层折射
LK0815,3.6.1,MC1-0819,自制业余无线电发射设备，在经无线电检测机构检验合格并取得电台执照之前，应在调测时在设备的天线端口连接（或在串联必要的仪表之后连接）：,A,假负载,VSWR 严格等于 1:1 的行波天线,专门用于测试的标准环形天线,VSWR 严格等于 1:1 的驻波天线
LK0418,3.6.1,MC1-0820,在无线电发射机中，调制器的作用是：,D,自动控制发射信号的频谱，将其保持在核准的必要带宽内,调整天馈系统的参数，实现阻抗匹配,以电能转换效率最高的方式控制线性射频放大器的工作点,以原始调制信号控制射频载波的幅度、频率和相位参数
LK0422,3.6.1,MC4-0821,保证业余无线电通信接收机优良接收能力的主要因素是：,ABCD,尽量低的本机噪声,足够高的整机增益,尽量小的信号失真,良好的抗干扰能力
LK0423,3.6.1,MC1-0822,接收机解调器的作用是：,C,从接收到的已调制射频信号中提取出载波分量,对接收到的射频信号进行与必要带宽相匹配的选频放大,从接收到的已调射频信号中分离出原始调制信号,对接收到的射频信号进行宽带线性放大
LK0424,3.6.1,MC1-0823,选用解调器的主要应考因素是：,A,尽量忠实地还原原始调制信号,尽量提升已调射频信号中的载频分量,尽量对已调射频信号加以放大,尽量补偿接所收射频信号的频率偏移
LK0496,3.6.1,MC1-0824,亚音频静噪系统（CTCSS）所用的声调大体位于音频中的什么范围？,B,16kHz-20kHz,67-250.3Hz,220Hz-2503Hz,16Hz-20kHz
LK0681,3.6.1,MC1-0825,对于比较考究的接收机，其说明书中常常列出一项“通带矩形系数”或“通带形状系数”指标，是用来描述：,A,带通滤波器频率特性曲线两侧斜坡的陡峭程度,带通晶体滤波器中石英晶体的切割方向和形状,矩形波信号通过滤波器后波形两侧的陡峭程度,矩形波信号通过滤波器后谐波成分的损失程度
LK0682,3.6.1,MC1-0826,根据说明书给出的技术指标，两台业余无线电接收机在 USB 方式下选择带宽为 2.7kHz 的滤波器时具有不同的“通带矩形系数”。接收机 A 的“60dB 带宽对 6dB 带宽的矩形系数”为3.8，接收机 B 的为 5。由此可得出结论：,A,A 机对邻近频道干扰的抑制能力比 B 机强,A 机对镜像频率干扰的抑制能力比 B 机强,A 机对偏离工作频率±10kHz 以外的干扰信号的抑制能力比 B 机强,A 机对邻近频道干扰的抑制能力比 B 机差
LK0746,3.6.1,MC1-0827,接收机前置放大器的主要作用是：,B,提高接收机最终的音频输出功率电平,降低接收机内部噪声的影响,提高接收机的动态范围,提高接收机音频输出的保真度
LK0783,3.6.1,MC1-0828,进行 FM 话音通联时，我们能否单凭接收机中传出的对方的声音大小来准确判断对方的信号有多强？,B,能。最终的信号就是经过放大处理的原始射频信号，当然是信号越强声音越大,不能。鉴频器所解调的声音，其大小仅取决于中频信号的频偏，与中频信号的幅度无关。况且，中频信号在进入鉴频器之前早已被限幅电路切齐，已无法鉴别强弱,不能。信号越强，自动增益控制的起控程度就越深。增益的急剧下降反而会压低音量,能。调频信号的特点是信号越强频偏越大，解调之后的声音当然也越大
LK0788,3.6.1,MC1-0829,用设置在 NFM 方式的对讲机接收 WFM 信号，效果为：,D,听不到信号。但是一旦接收到了信号，调频方式所特有的强烈噪声仍然会消失,可以正常听到信号。但是声音的高音频部分衰减较大，缺乏高音,可以正常听到信号，只是声音比较小,可以听到信号。如果调制信号幅度较大或音调较高，会听到明显的非线性失真
LK0789,3.6.1,MC1-0830,用设置在 WFM 方式的对讲机接收 NFM 信号，效果为：,A,可以正常听到信号，只是声音比较小,可以听到信号。如果调制信号幅度较大或音调较高，会听到明显的非线性失真,可以正常听到信号。但是声音的高音频部分衰减较大，缺乏高音,听不到信号。但是一旦接收到了信号，调频方式所特有的强烈噪声仍然会消失
LK0790,3.6.1,MC1-0831,没有信号时，调频接收机会输出一种强烈的沙沙声。关于这种噪声，以下描述正确的是：,C,由天线收到的 QRN 的随机幅度变化经放大形成，其大小与 QRN 的电压成正比,由天线收到的 QRN 的随机幅度变化经放大形成，其大小与 QRN 的电压的平方成正比,天线收到的 QRN 与机内电路的固有噪声共同构成一种随机信号。该信号的随机相位变化经鉴频形成强烈的沙沙声。只是，该信号的随机幅度变化与沙沙声没有关系,由天线收到的 QRN 的随机幅度变化经放大形成，其大小与 QRN 的电压的平方根成正比
LK1176,3.6.1,MC1-0832,下列哪种电路可以解调 FM 信号？,B,乘积检波器,鉴频器,限幅器,混频器
LK0791,3.6.1,MC1-0833,什么是“鉴频”？,A,对调频信号进行解调的过程称为鉴频,判断信号的频率是否超过允许的频率范围的过程称为鉴频,判断信号的频率是否发生了不应有的偏离或者漂移的过程称为鉴频,对调幅信号进行解调的过程称为鉴频
LX,3.6.1,MC1-0834,下列哪一项可以解调 AM 信号？,C,反相器,限幅器,检波器,鉴频器
LK0792,3.6.1,MC1-0835,什么是“检波”？,D,检查信号的波形是否超过了允许的幅度范围的过程称为检波,检查信号的频率是否发生了不应有的偏离或者漂移的过程称为检波,对调频信号进行解调的过程称为检波,对调幅信号进行解调的过程称为检波
LK1088,3.6.1,MC2-0836,关于收发信机的 AGC 功能，以下说法正确的有：,AD,AGC 实现收信机自动增益控制，对中频信号进行检测并反馈控制，防止电路过载,AGC 实现收信机自动音量控制，对音频电平进行检测并反馈控制，防止扬声器损坏,进行太阳噪声测试的时候，需要关闭 AGC 功能,进行基于 FSK 或 PSK 的数据通信时，关闭 AGC 功能有可能提高弱信号的解码效果
LK0840,3.6.1,MC1-0837,学习现代通信技术或制作业余无线电作品时，我们经常遇到一种工作原理不同于超外差式收信机的“DC 式收信机”。其中，缩写 DC 是指：,D,介质电容（Dielectric Capacitor），指收信机中用于调谐的电容器所用的特定介质,数字变频（Digital-Conversion），指接收到的射频信号经过了数字化的变频处理,直流（Direct Current），指直流电源供电的收信机,直接变换（Direct-Conversion），即接收到的射频信号在解调之前不做频率变换
LX,3.6.1,MC1-0838,接收机和发射机中常见的混频器有什么作用？,B,混合式调音。将两个信号相互叠加，送往扬声器,频率变换。将信号的原始频率变换成另一个频率,多频放大器。同时放大具有不同频率的多个信号,变频调速。把直流电变成变频交流电以驱动天调
LK0847,3.6.1,MC1-0839,在超外差式收发信机中，混频器的工作方式可分为“上变频”和“下变频”两种，具体指：,B,输入频率高于本振频率的为上变频方式，输入频率低于本振频率的为下变频方式,中频频率高于输入频率的为上变频方式，中频频率低于输入频率的为下变频方式,输入频率高于中频频率的为上变频方式，输入频率低于中频频率的为下变频方式,本振频率高于输入频率的为上变频方式，本振频率低于输入频率的为下变频方式
LK0845,3.6.1,MC1-0840,超外差式业余收发信机的面板上经常设有选择中频滤波器带宽的控制部件。这些中频滤波器所抑制的干扰可以分类为：,C,镜像频率干扰,中频频率干扰,邻近频率干扰,突发脉冲干扰
LK0846,3.6.1,MC1-0841,在超外差式业余收发信机中，负责抑制镜像频率干扰的部件是：,C,中频放大级中的限幅电路,变频级之后的中频滤波器,变频级之前的波段预选滤波器,带有音调控制的音频输出电路
LK0841,3.6.1,MC1-0842,超外差式收信机所收信号的频率要比本振频率低（或高）一个中频。然而，比本振频率高（或低）一个中频的另一个遥相对应的信号也可能经混频窜入中频通道，形成“镜像频率干扰”或“镜频干扰”。如果某对讲机的技术规格书给出的 VHF 接收机第一中频为 45.05MHz，那么在 145.00MHz 收到的镜频干扰可能来自：,D,45.05MHz 或 90.10MHz,190.05MHz 或 99.95MHz,90.10MHz 或 180.20MHz,235.10MHz 或 54.90MHz
LK0842,3.6.1,MC1-0843,超外差式收信机所收信号的频率要比本振频率低（或高）一个中频。然而，比本振频率高（或低）一个中频的另一个遥相对应的信号也可能经混频窜入中频通道，形成“镜像频率干扰”或“镜频干扰”。如果某对讲机的技术规格书给出NFM方式时的第一中频为47.25MHz，那么在 145.00MHz 收到的镜频干扰可能来自：,B,192.25MHz 或 97.75MHz,239.50MHz 或 50.50MHz,50.50MHz 或 101.00MHz,151.50MHz 或.202.00MHz
LK0843,3.6.1,MC1-0844,超外差式收信机所收信号的频率要比本振频率低（或高）一个中频。然而，比本振频率高（或低）一个中频的另一个遥相对应的信号也可能经混频窜入中频通道，形成“镜像频率干扰”或“镜频干扰”。如果某对讲机的技术规格书给出NFM接收所用的第一中频为47.25MHz，那么在 435.00MHz 收到的镜频干扰可能来自：,A,340.50MHz 或 529.50MHz,47.25MHz 或 94.50MHz,387.75MHz 或 482.25MHz,141.70MHz 或.236.25MHz
LK0844,3.6.1,MC1-0845,超外差式收信机所收信号的频率要比本振频率低（或高）一个中频。然而，比本振频率高（或低）一个中频的另一个遥相对应的信号也可能经混频窜入中频通道，形成“镜像频率干扰”或“镜频干扰”。如果某对讲机的技术规格书给出的 UHF 接收机第一中频为 58.525MHz，那么在 435.00MHz 收到的镜频干扰可能来自：,A,317.95MHz 或 552.05MHz,376.475MHz 或 493.525MHz,234.10.05MHz 或.468.20MHz,58.525MHz 或 117.05MHz
LK0813,3.6.1,MC1-0846,业余无线电发射机的效率是指：,D,输出到天线系统的有用信号功率与到达天线的包含杂散等无用信号的总功率之比,通信对象的接收天线得到的信号功率与发射机所消耗的电源功率之比,通信对象的接收天线得到的信号功率与发射机输出到天线系统的信号功率之比,输出到天线系统的信号功率与发射机所消耗的电源功率之比
LK0814,3.6.1,MC1-0847,业余无线电发射机的效率总是明显低于 1。所损耗的那部分能量：,B,绝大部分因阻抗失配而返回电源，极小一部分转化为热量对外散发,绝大部分转化为热量，极小一部分转化为杂散等无用信号,损耗的能量在电容、电感、开关器件等零部件中消失了,绝大部分转化为杂散等无用信号并对外辐射
LK0457,3.6.1,MC1-0848,若一部业余无线电台的工作电压为直流 13.8 伏，FM 方式的射频输出功率为 N 瓦，电源效率约为 80%，则发射时的工作电流约为：,C,13.8/Ｎ×80%（安）,0.058×Ｎ（安）,0.091×Ｎ（安）,13.8×Ｎ（安）
LK0458,3.6.1,MC1-0849,若一部业余无线电台的工作电压为交流 220 伏，FM 方式的射频输出功率为 N 瓦，电源效率约为 80%，则发射时的工作电流约为：,C,220×Ｎ（安）,0.0036×Ｎ（安）,0.0057×Ｎ（安）,200/Ｎ×80%（安）
LK0459,3.6.1,MC1-0850,若一部业余无线电台以 FM 方式发射时的射频输出功率为 N 瓦，电源效率约为 80%，则每发射 10 秒钟所消耗的电能约为：,C,0.0022×Ｎ（千瓦小时）,220 / Ｎ（千瓦小时）,0.0000035×Ｎ（千瓦小时）,0.0768 /Ｎ（千瓦小时）
LK1044,3.6.1,MC1-0851,无线电发信机在无调制情况下，在一个射频周期内供给天线馈线的平均功率称为：,D,无用功率,峰包功率,平均功率,载波功率
LK1045,3.6.1,MC1-0852,如果某话音发射机在不同调制方式下的峰值输出功率相同，则在无语音输入时，实际射频输出功率由大到小可以排序为：,A,FM，AM，SSB,AM，SSB，FM,SSB，FM，AM,SSB，AM，FM
LK1177,3.6.3,MC1-0859,下列哪项技术指标描述了接收机抗拒邻近频率干扰的能力？,C,本底噪声,频道扫描速率,中频选择性,整机灵敏度
LK0829,3.6.3,MC1-0860,接收机抗拒工作频率附近干扰信号的能力可以用选择性指标来表示，分别为：,C,带内波动和信道带宽,前端带宽,信道带宽、信道选择性和信道滤波器的矩形系数,镜像抑制比
LK0830,3.6.3,MC1-0861,接收机接收 SSB 话音信号时的频响均匀程度可以用选择性指标来表示，分别为：,A,带内波动和信道带宽,镜像抑制比,前端带宽,信道带宽、信道选择性和信道滤波器的矩形系数
LK0831,3.6.3,MC1-0862,接收机抗拒相距工作频率较远的强干扰信号的能力可以用选择性指标来表示，分别为：,D,带内波动和信道带宽,镜像抑制比,信道带宽、信道选择性和信道滤波器的矩形系数,前端带宽
LK0832,3.6.3,MC1-0863,接收机抗拒相距工作频率两倍于中频的强干扰信号的能力可以用选择性指标来表示，分别为：,C,前端带宽,信道带宽、信道选择性和信道滤波器的矩形系数,镜像抑制比,带内波动和信道带宽
LK0816,3.6.3,MC1-0864,接收机灵敏度指标的数值大小具有什么意义？,B,灵敏度指标的数值越大，对与有用信号同时出现的干扰信号的响应越灵敏,灵敏度指标的数值越小，接收微弱信号的能力越强,灵敏度指标的数值越小，对与有用信号同时出现的干扰信号的响应越灵敏,灵敏度指标的数值越大，接收微弱信号的能力越强
LK0817,3.6.3,MC1-0865,用功率电平表示接收机的灵敏度具有什么意义？常用单位是什么？,B,输出信号达到一定质量标准时输入信号与输出信号的功率电平之比。单位是 dB,输出信号达到一定质量标准时输入信号的最小功率电平。单位是 dBm 或 dBμW,输出信号维持一定质量标准时输入信号的最小和最大功率电平之比。单位是 dB,输出信号达到一定质量标准时输出信号与输入信号的功率电平之比。单位是 dB
LK0818,3.6.3,MC1-0866,用电压电平表示接收机的灵敏度具有什么意义？常用单位是什么？,C,输出信号达到一定质量标准时输入信号的最大电动势。单位是μV 或 mV,输出信号达到一定质量标准时输出信号与输入信号的电压之比。单位是 dB,输出信号达到一定质量标准时输入信号的最小电动势。单位是μV、dBμV 或 dBmV,输出信号达到一定质量标准时输入信号的最小电压。单位是μV、dBμV 或 dBmV
LK0839,3.6.3,MC1-0867,业余无线电接收机大多具备信号强度指示功能。在 VHF/UHF 频段，信号强度的最小刻度S1 与输入信号功率电平-141dBm（50Ω上的电压电平 0.02μV）相一致；而在 HF 频段，S1则与-121dBm 的输入信号（50Ω上的 0.2μV）相对应。这是因为：,C,由于技术原因，HF 接收机的灵敏度都比 VHF/UHF 频段的低大约 20dB,HF 业余电台功率大一些，而 VHF/UHF 的相对较小，这导致信号强度的刻度标准差异,HF 频段的背景噪声较 VHF/UHF 频段为高，使得可感知最小信号电平相应高出约 20dB,HF 业余电台主要用于 DX 通信，而 VHF/UHF 的面向本地通信，刻度可以更随意一些
LK0820,3.6.3,MC1-0868,甲乙两种型号的业余无线电收发信机在技术规格中给出的接收机灵敏度指标分别为 0.1μV 和 0.15μV。关于该指标，正确的推论是：,D,可以推断甲机接收微弱信号的能力比乙机的差，因为灵敏度指标的数值较小,可以推断甲机承受强信号的能力比乙机的低，因为其灵敏度数值比较小,可以推断甲机接收微弱信号的能力比乙机的高，因为可以接收的信号更微弱,无法比较二者接收微弱信号的能力，测量灵敏度时所用的输出信号质量标准未知
LK0821,3.6.3,MC1-0869,当输出信号满足规定质量标准时，在输入阻抗为 50 欧的某接收机天线输入端口处测得的输入信号最小电压为 1μV。如果用电压电平μV 表示该机的灵敏度，则为：,C,50μV,0.5μV,2μV,1μV
LK0822,3.6.3,MC1-0870,当输出信号满足规定质量标准时，在输入阻抗为 50 欧的某接收机天线输入端口处测得的输入信号最小电压为 1μV。如果用功率电平 dBm 表示该机的灵敏度，则为：,D,-113dBm,-73dBm,-103dBm,-107dBm
LK0823,3.6.3,MC1-0871,当输出信号满足规定质量标准时，在输入阻抗为 50 欧的某接收机天线输入端口处测得的输入信号最小电压为 1μV。如果用电压电平 dBμV 表示该机的灵敏度，则为：,B,3dBμV,6dBμV,0dBμV,-2dBμV
LK0824,3.6.3,MC1-0872,当输出信号满足规定质量标准时，在输入阻抗为 50 欧的某接收机天线输入端口处测得的输入信号最小电压为 0.5μV。如果用电压电平μV 表示该机的灵敏度，则为：,A,1μV,2.5μV,50μV,0.5μV
LK0825,3.6.3,MC1-0873,当输出信号满足规定质量标准时，在输入阻抗为 50 欧的某接收机天线输入端口处测得的输入信号最小电压为 0.5μV。如果用功率电平 dBm 表示该机的灵敏度，则为：,D,-103 dBm,-107dBm,-73 dBm,-113 dBm
LK0826,3.6.3,MC1-0874,当输出信号满足规定质量标准时，在输入阻抗为 50 欧的某接收机天线输入端口处测得的输入信号最小电压为 0.5μV。如果用电压电平 dBμV 表示该机的灵敏度，则为：,D,6dBμV,3dBμV,-2dBμV,0dBμV
LK0827,3.6.3,MC1-0875,已知某接收机的天线输入阻抗为 50Ω，灵敏度指标为 2μV，则功率电平相应为：,D,0.02dBm,-103dBm,-113dBm,-107dBm
LK0828,3.6.3,MC1-0876,已知某接收机的天线输入阻抗为 50Ω，灵敏度指标为 1μV，则功率电平相应为：,C,0.01dBm,-107dBm,-113dBm,-103dBm
LK0838,3.6.3,MC1-0877,制约现代无线电接收机灵敏度的主要因素是：,D,放大电路的稳定性,放大电路的增益,电源噪声,机内噪声
LK0833,3.6.3,MC1-0878,术语“信噪比（SNR）”在业余无线电领域广为使用。它是指：,A,有用信号功率对噪声功率的比值,有用信号功率对有用信号功率及噪声功率之和的比值,有用信号峰值电压对噪声峰值电压的比值,有用信号峰值电压对有用信号峰值电压及噪声峰值电压之和的比值
LK0834,3.6.3,MC1-0879,对于需要接收微弱信号的业余通信，例如 EME 通联，接收机的噪声系数 Fn（以比值的形式表示）是一项重要技术指标。它是指：,D,接收机输入端无信号时，输出端的噪声功率电平,接收机输入端噪声功率电平与输出端噪声功率电平的比值,接收机输出端噪声功率电平与输入端噪声功率电平的比值,接收机输入端信噪比 Si/Ni 对输出端信噪比 So/No 的比值
LK0819,3.6.3,MC1-0880,接收机的静噪灵敏度是指：,C,带有静噪功能的接收机关闭静噪功能后，按照灵敏度定义测得的灵敏度,关闭静噪功能之后所能接收到的射频信号最小输入电平,能够使静噪电路退出静噪状态的射频信号最小输入电平,带有静噪功能的接收机开启静噪功能后，按照灵敏度定义测得的灵敏度
LK0835,3.6.3,MC1-0881,对于需要接收微弱信号的业余通信，例如 EME 通联，接收机的噪声系数 Fn（以比值的形式表示）是一项重要技术指标。关于 Fn 的一些基本常识是：,C,Fn 一定小于 1；在同样的灵敏度下，Fn 越接近 0 越好,Fn 一定小于 1；在同样的灵敏度下，Fn 越接近 1 越好,Fn 一定大于 1；在同样的灵敏度下，Fn 越接近 1 越好,Fn 一定大于 1；在同样的灵敏度下，Fn 越大越好
LK0836,3.6.3,MC1-0882,对于需要接收微弱信号的业余通信，例如 EME 通联，接收机的噪声指数 NF（以对数表示）是一项重要技术指标。它是指：,C,接收机输入端无信号时，输出端的噪声功率电平的对数形式,接收机输出端噪声功率电平与输入端噪声功率电平的比值的对数形式,接收机输入端信噪比 Si/Ni 对输出端信噪比 So/No 的比值的对数形式,接收机输入端噪声功率电平与输出端噪声功率电平的比值的对数形式
LK0837,3.6.3,MC1-0883,对于需要接收微弱信号的业余通信，例如 EME 通联，接收机的噪声指数 NF（以对数表示）是一项重要技术指标。关于 NF 的一些基本常识是：,C,NF 一定小于 0；在同样的灵敏度下，NF 越接近 0 越好,NF 一定大于 1；在同样的灵敏度下，NF 越大越好,NF 一定大于 0；在同样的灵敏度下，NF 越接近 0 越好,NF 一定处于 0 和 1 之间；在同样的灵敏度下，NF 越接近 1 越好
LK0850,3.6.3,MC1-0884,在无线电通信领域中，描述信号源、放大器或接收机等设备或系统组件的内部噪声大小时常用“噪声温度”指标。以接收机为例，等效噪声温度 Te 的意义是：,C,接收机内部噪声在输出端的功率可以使一个接在输出端上的匹配电阻升温的绝对温度,接收机信噪比符合技术指标时所要求的设备工作环境的温度,接收机的内部噪声功率等于一个接在天线输入端的优质匹配电阻在产生相同的热噪声功率时该电阻所具有的绝对温度,接收机内部噪声在输出端的功率可以使一个接在输出端上的匹配电阻发热的相对温度
LK0851,3.6.3,MC1-0885,不产生任何内部噪声的理想放大器或接收机的噪声系数 Fn、噪声指数 NF 和噪声温度 Te分别为：,A,1，0dB，0°K,0，0dB，-273°K,0，1dB，17°K,0，0dB，-275°K
LK0852,3.6.3,MC1-0886,假设一个用于卫星业余业务的天线放大器工作在标准温度（17℃）下，其输入端已连接良好匹配的天线。如果放大器所产生的内部噪声与输入的热噪声等效，则该放大器的噪声系数 Fn、噪声指数 NF 和噪声温度 Te 分别为：,C,2，0dB，17°K,1，1dB，0°K,2，3dB，290°K,1，0dB，-273°K
LK0895,3.8.1,MC1-0908,在业余无线电领域中，缩写 AMSAT 是指：,A,美国的业余无线电卫星公司，是一个专注于实验卫星的设计、制造、运行和推进空间教育的非营利性志愿者组织,所有业余无线电卫星的总称,某一颗业余无线电卫星的名称,某一系列业余无线电卫星的总称
LK0896,3.8.1,MC1-0909,在描述业余无线电卫星时经常用到缩写 OSCAR（奥斯卡），这个名称的由来是：,B,纪念业余无线电技术先驱者奥斯卡,“搭载有业余无线电装置的地球轨道卫星”的英文缩写,电影奥斯卡金奖的基金所赞助的业余卫星活动,按照发明者奥斯卡的方案设计制造的业余卫星
LK0897,3.8.1,MC1-0910,我国发射的第一颗业余卫星的发射年份、名称、国际 OSCAR 系列号和转发器模式分别为：,D,2008 年，希望一号（XW-1），无 OSCAR 编号，B,2008 年，希望一号（XW-1），HO68，V/U（J）,2010 年，希望一号（XW-1），HO68，V/U（J）,2009 年，希望一号（XW-1），HO68，V/U（J）
LK1047,3.8.1,MC1-0911,开展 EME 通信试验的最佳时机是：,A,月亮处于近地点,太阳黑子数高,通信两端天气都好,满月
